59,1,0.983333333
86,50,0.632352941
70,84,0.454545455
52,49,0.514851485
20,41,0.327868852
20,95,0.173913043
75,8,0.903614458
5,72,0.064935065
78,23,0.772277228
95,53,0.641891892
24,72,0.25
95,43,0.688405797
64,72,0.470588235
26,31,0.456140351
7,34,0.170731707
90,6,0.9375
66,23,0.741573034
38,99,0.277372263
74,53,0.582677165
19,19,0.5
52,41,0.559139785
46,19,0.707692308
78,19,0.804123711
50,92,0.352112676
13,53,0.196969697
44,63,0.411214953
26,94,0.216666667
44,50,0.468085106
46,54,0.46
40,29,0.579710145
21,83,0.201923077
6,33,0.153846154
41,44,0.482352941
45,73,0.381355932
99,79,0.556179775
87,77,0.530487805
40,41,0.49382716
50,27,0.649350649
38,90,0.296875
27,92,0.226890756
51,42,0.548387097
10,89,0.101010101
70,73,0.48951049
95,28,0.772357724
66,88,0.428571429
76,26,0.745098039
15,96,0.135135135
1,7,0.125
68,85,0.444444444
70,37,0.654205607
34,21,0.618181818
48,97,0.331034483
45,11,0.803571429
94,66,0.5875
50,17,0.746268657
67,13,0.8375
23,36,0.389830508
12,81,0.129032258
35,32,0.52238806
84,93,0.474576271
80,67,0.544217687
63,88,0.417218543
2,78,0.025
17,76,0.182795699
66,97,0.404907975
90,96,0.483870968
46,94,0.328571429
2,29,0.064516129
38,15,0.716981132
42,18,0.7
16,59,0.213333333
72,25,0.742268041
5,25,0.166666667
80,3,0.963855422
1,36,0.027027027
19,68,0.218390805
14,76,0.155555556
43,84,0.338582677
71,11,0.865853659
27,62,0.303370787
55,90,0.379310345
71,74,0.489655172
50,26,0.657894737
77,72,0.516778523
39,68,0.364485981
83,33,0.715517241
82,56,0.594202899
37,19,0.660714286
14,69,0.168674699
98,46,0.680555556
56,91,0.380952381
99,72,0.578947368
20,94,0.175438596
7,10,0.411764706
93,72,0.563636364
98,60,0.620253165
7,54,0.114754098
4,35,0.102564103
43,29,0.597222222
76,6,0.926829268
48,23,0.676056338
81,30,0.72972973
82,89,0.479532164
14,91,0.133333333
70,26,0.729166667
41,73,0.359649123
95,98,0.492227979
7,4,0.636363636
34,57,0.373626374
96,36,0.727272727
14,27,0.341463415
75,53,0.5859375
50,99,0.33557047
34,21,0.618181818
40,49,0.449438202
78,50,0.609375
73,97,0.429411765
62,67,0.480620155
5,87,0.054347826
13,74,0.149425287
76,89,0.460606061
51,43,0.542553191
53,71,0.427419355
3,35,0.078947368
41,24,0.630769231
100,85,0.540540541
86,89,0.491428571
72,35,0.672897196
6,70,0.078947368
100,70,0.588235294
20,65,0.235294118
16,74,0.177777778
100,19,0.840336134
55,71,0.436507937
24,11,0.685714286
42,100,0.295774648
63,2,0.969230769
94,29,0.764227642
34,11,0.755555556
33,44,0.428571429
78,78,0.5
23,59,0.280487805
11,37,0.229166667
41,96,0.299270073
44,41,0.517647059
63,50,0.557522124
62,34,0.645833333
29,66,0.305263158
66,55,0.545454545
95,93,0.505319149
80,54,0.597014925
73,8,0.901234568
32,79,0.288288288
35,86,0.289256198
36,3,0.923076923
41,76,0.35042735
24,94,0.203389831
59,44,0.572815534
90,77,0.538922156
81,30,0.72972973
42,90,0.318181818
64,18,0.780487805
85,62,0.578231293
32,66,0.326530612
41,77,0.347457627
79,96,0.451428571
71,38,0.651376147
7,53,0.116666667
100,15,0.869565217
6,22,0.214285714
9,45,0.166666667
73,25,0.744897959
34,79,0.300884956
78,13,0.857142857
49,85,0.365671642
21,78,0.212121212
52,83,0.385185185
88,15,0.854368932
75,97,0.436046512
32,98,0.246153846
29,46,0.386666667
23,34,0.403508772
97,15,0.866071429
76,76,0.5
39,22,0.639344262
86,52,0.623188406
59,1,0.983333333
72,71,0.503496503
86,5,0.945054945
70,43,0.619469027
27,33,0.45
93,17,0.845454545
65,77,0.457746479
42,44,0.488372093
61,12,0.835616438
36,33,0.52173913
97,82,0.541899441
23,1,0.958333333
2,100,0.019607843
32,87,0.268907563
4,43,0.085106383
16,11,0.592592593
57,9,0.863636364
40,96,0.294117647
65,28,0.698924731
21,96,0.179487179
99,79,0.556179775
55,8,0.873015873
45,25,0.642857143
19,66,0.223529412
2,17,0.105263158
2,73,0.026666667
40,7,0.85106383
96,30,0.761904762
38,84,0.31147541
10,25,0.285714286
37,8,0.822222222
45,16,0.737704918
22,80,0.215686275
52,8,0.866666667
47,40,0.540229885
79,54,0.593984962
11,19,0.366666667
100,98,0.505050505
100,44,0.694444444
41,45,0.476744186
85,74,0.534591195
21,81,0.205882353
65,13,0.833333333
26,6,0.8125
35,63,0.357142857
74,32,0.698113208
51,15,0.772727273
97,78,0.554285714
6,19,0.24
58,7,0.892307692
96,31,0.755905512
74,55,0.573643411
61,17,0.782051282
45,70,0.391304348
77,66,0.538461538
67,48,0.582608696
78,61,0.561151079
54,16,0.771428571
80,22,0.784313725
53,74,0.417322835
64,23,0.735632184
80,66,0.547945205
10,8,0.555555556
96,35,0.732824427
22,42,0.34375
21,98,0.176470588
26,51,0.337662338
13,49,0.209677419
44,65,0.403669725
79,7,0.918604651
23,26,0.469387755
63,79,0.443661972
81,97,0.45505618
41,1,0.976190476
48,97,0.331034483
55,15,0.785714286
30,39,0.434782609
80,11,0.879120879
42,60,0.411764706
26,56,0.317073171
28,66,0.29787234
30,29,0.508474576
96,37,0.721804511
93,2,0.978947368
84,21,0.8
14,68,0.170731707
60,38,0.612244898
87,34,0.719008264
4,2,0.666666667
9,2,0.818181818
85,33,0.720338983
77,41,0.652542373
80,15,0.842105263
97,64,0.602484472
6,11,0.352941176
44,100,0.305555556
34,64,0.346938776
91,56,0.619047619
70,28,0.714285714
27,51,0.346153846
23,41,0.359375
7,65,0.097222222
82,70,0.539473684
58,46,0.557692308
32,54,0.372093023
72,55,0.566929134
50,50,0.5
86,77,0.527607362
71,38,0.651376147
63,63,0.5
22,72,0.234042553
90,73,0.552147239
38,50,0.431818182
23,1,0.958333333
6,8,0.428571429
16,25,0.390243902
76,38,0.666666667
60,1,0.983606557
76,92,0.452380952
43,91,0.320895522
86,49,0.637037037
51,91,0.35915493
24,54,0.307692308
93,4,0.958762887
71,38,0.651376147
92,14,0.867924528
46,20,0.696969697
34,50,0.404761905
45,11,0.803571429
67,81,0.452702703
83,33,0.715517241
40,18,0.689655172
38,59,0.391752577
37,2,0.948717949
49,72,0.404958678
78,30,0.722222222
92,58,0.613333333
24,46,0.342857143
32,13,0.711111111
9,25,0.264705882
3,52,0.054545455
1,81,0.012195122
100,10,0.909090909
52,16,0.764705882
25,84,0.229357798
41,7,0.854166667
45,43,0.511363636
94,100,0.484536082
57,49,0.537735849
59,54,0.522123894
79,26,0.752380952
49,75,0.39516129
28,12,0.7
58,94,0.381578947
80,40,0.666666667
99,31,0.761538462
23,97,0.191666667
1,82,0.012048193
39,14,0.735849057
6,82,0.068181818
30,8,0.789473684
40,41,0.49382716
39,31,0.557142857
92,80,0.534883721
51,50,0.504950495
42,62,0.403846154
54,49,0.524271845
18,23,0.43902439
23,54,0.298701299
44,91,0.325925926
26,4,0.866666667
92,32,0.741935484
59,16,0.786666667
59,74,0.443609023
3,27,0.1
83,16,0.838383838
51,24,0.68
65,54,0.546218487
22,5,0.814814815
96,65,0.596273292
63,94,0.401273885
20,59,0.253164557
82,2,0.976190476
1,80,0.012345679
89,36,0.712
91,88,0.508379888
100,36,0.735294118
95,17,0.848214286
51,29,0.6375
48,19,0.71641791
39,83,0.319672131
71,40,0.63963964
30,23,0.566037736
62,4,0.939393939
24,78,0.235294118
24,58,0.292682927
15,51,0.227272727
11,59,0.157142857
75,46,0.619834711
95,8,0.922330097
47,52,0.474747475
97,98,0.497435897
65,72,0.474452555
44,5,0.897959184
69,53,0.56557377
91,22,0.805309735
89,25,0.780701754
96,32,0.75
57,21,0.730769231
86,84,0.505882353
31,25,0.553571429
